"exposureName","conditionClass","milConflictCode","exposureValue","hasConditionClass","Freq","Percent","splitGroup"
"Animal Bodies","Cardiovascular Conditions","ODSS",NA,NA,20,23.99,"Second Third"
"Animal Bodies","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,16,27.01,"Last Third"
"Animal Bodies","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,24,29.69,"Last Third"
"Animal Bodies","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,29,30.37,"Second Third"
"Animal Bodies","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,16,24.94,"First Third"
"Animal Bodies","Chronic Multisymptom Disorder","ODSS",NA,NA,26,18.33,"Second Third"
"Animal Bodies","Chronic Multisymptom Disorder","ODSS",NA,NA,31,44.94,"Second Third"
"Animal Bodies","Chronic Multisymptom Disorder","ODSS",NA,NA,11,8.67,"Last Third"
"Animal Bodies","Chronic Multisymptom Disorder","ODSS",NA,NA,24,32.69,"Second Third"
"Animal Bodies","Chronic Multisymptom Disorder","ODSS",NA,NA,9,3.18,"Last Third"
"Animal Bodies","Dermatological Conditions","OIF/OEF/OND",NA,NA,53,52.62,"First Third"
"Animal Bodies","Dermatological Conditions","ODSS",NA,NA,5,8.65,"Last Third"
"Animal Bodies","Dermatological Conditions","ODSS",NA,NA,33,32.9,"Second Third"
"Animal Bodies","Dermatological Conditions","OIF/OEF/OND",NA,NA,5,6.36,"First Third"
"Animal Bodies","Dermatological Conditions","OIF/OEF/OND",NA,NA,44,50.91,"Second Third"
"Animal Bodies","Dermatological Conditions","ODSS",NA,NA,7,2.41,"Second Third"
"Animal Bodies","Dermatological Conditions","ODSS",NA,NA,27,46.93,"Last Third"
"Animal Bodies","Dermatological Conditions","ODSS",NA,NA,4,0.42,"First Third"
"Animal Bodies","Endocrine Disorders","OIF/OEF/OND",NA,NA,38,34.22,"Second Third"
"Animal Bodies","Endocrine Disorders","ODSS",NA,NA,13,24.33,"Last Third"
"Animal Bodies","Endocrine Disorders","ODSS",NA,NA,32,31.6,"Second Third"
"Animal Bodies","Endocrine Disorders","ODSS",NA,NA,5,15.47,"First Third"
"Animal Bodies","Endocrine Disorders","ODSS",NA,NA,33,51.03,"Second Third"
"Animal Bodies","Endocrine Disorders","ODSS",NA,NA,6,2.79,"Second Third"
"Animal Bodies","Endocrine Disorders","OIF/OEF/OND",NA,NA,29,38.95,"Last Third"
"Animal Bodies","Endocrine Disorders","ODSS",NA,NA,2,6.72,"Second Third"
"Animal Bodies","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,24,28.54,"First Third"
"Animal Bodies","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,27,26.87,"Last Third"
"Animal Bodies","Gastrointestinal Conditions","ODSS",NA,NA,4,5.26,"Last Third"
"Animal Bodies","Gastrointestinal Conditions","ODSS",NA,NA,32,27.33,"Last Third"
"Animal Bodies","Gastrointestinal Conditions","ODSS",NA,NA,30,21.45,"First Third"
"Animal Bodies","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,25,26.37,"First Third"
"Animal Bodies","Gastrointestinal Conditions","ODSS",NA,NA,12,15.66,"Second Third"
"Animal Bodies","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,18,28.2,"First Third"
"Animal Bodies","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,37,36.92,"Last Third"
"Animal Bodies","Genitourinary System Diseases","ODSS",NA,NA,6,13.51,"First Third"
"Animal Bodies","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,26,35.84,"Last Third"
"Animal Bodies","Genitourinary System Diseases","ODSS",NA,NA,8,4.78,"First Third"
"Animal Bodies","Genitourinary System Diseases","ODSS",NA,NA,35,46.56,"Second Third"
"Animal Bodies","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,7,9.65,"Last Third"
"Animal Bodies","Genitourinary System Diseases","ODSS",NA,NA,31,44.94,"Last Third"
"Animal Bodies","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,6,5.61,"First Third"
"Animal Bodies","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,50,43.66,"First Third"
"Animal Bodies","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,8,10.51,"Second Third"
"Animal Bodies","Heatstroke and Sunstroke","ODSS",NA,NA,25,20.12,"Last Third"
"Animal Bodies","Heatstroke and Sunstroke","ODSS",NA,NA,8,16.52,"Second Third"
"Animal Bodies","Heatstroke and Sunstroke","ODSS",NA,NA,40,45.75,"Second Third"
"Animal Bodies","Heatstroke and Sunstroke","ODSS",NA,NA,8,7.77,"Last Third"
"Animal Bodies","Heatstroke and Sunstroke","ODSS",NA,NA,31,41.51,"Second Third"
"Animal Bodies","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,5,13.57,"Last Third"
"Animal Bodies","Hematological Conditions","ODSS",NA,NA,46,49.21,"Second Third"
"Animal Bodies","Hematological Conditions","ODSS",NA,NA,10,8.93,"First Third"
"Animal Bodies","Hematological Conditions","ODSS",NA,NA,33,38.84,"Last Third"
"Animal Bodies","Hematological Conditions","ODSS",NA,NA,1,1.56,"Second Third"
"Animal Bodies","Hematological Conditions","ODSS",NA,NA,42,47.89,"First Third"
"Animal Bodies","Hematological Conditions","ODSS",NA,NA,3,6.03,"First Third"
"Animal Bodies","Hematological Conditions","OIF/OEF/OND",NA,NA,40,41.57,"Last Third"
"Animal Bodies","Hematological Conditions","OIF/OEF/OND",NA,NA,1,5.85,"Second Third"
"Animal Bodies","Immune System Disorders","OIF/OEF/OND",NA,NA,25,32.93,"First Third"
"Animal Bodies","Immune System Disorders","ODSS",NA,NA,33,35.63,"First Third"
"Animal Bodies","Immune System Disorders","OIF/OEF/OND",NA,NA,17,12.13,"First Third"
"Animal Bodies","Immune System Disorders","OIF/OEF/OND",NA,NA,20,19.97,"Second Third"
"Animal Bodies","Immune System Disorders","ODSS",NA,NA,25,32.75,"Second Third"
"Animal Bodies","Immune System Disorders","OIF/OEF/OND",NA,NA,24,23.56,"First Third"
"Animal Bodies","Immune System Disorders","ODSS",NA,NA,14,17.67,"Second Third"
"Animal Bodies","Immune System Disorders","OIF/OEF/OND",NA,NA,19,30.19,"First Third"
"Animal Bodies","Infectious Conditions","ODSS",NA,NA,32,31.24,"Last Third"
"Animal Bodies","Infectious Conditions","OIF/OEF/OND",NA,NA,26,23.12,"Last Third"
"Animal Bodies","Infectious Conditions","ODSS",NA,NA,17,16.63,"First Third"
"Animal Bodies","Infectious Conditions","ODSS",NA,NA,20,19.84,"First Third"
"Animal Bodies","Infectious Conditions","ODSS",NA,NA,25,36.84,"Second Third"
"Animal Bodies","Infectious Conditions","ODSS",NA,NA,20,21.84,"Second Third"
"Animal Bodies","Infectious Conditions","OIF/OEF/OND",NA,NA,21,25.68,"First Third"
"Animal Bodies","Infectious Conditions","OIF/OEF/OND",NA,NA,18,7.36,"First Third"
"Animal Bodies","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,2,8.63,"First Third"
"Animal Bodies","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,46,52.69,"First Third"
"Animal Bodies","Musculoskeletal Conditions","ODSS",NA,NA,1,2.82,"Second Third"
"Animal Bodies","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,31,38.06,"Second Third"
"Animal Bodies","Musculoskeletal Conditions","ODSS",NA,NA,5,14.48,"First Third"
"Animal Bodies","Musculoskeletal Conditions","ODSS",NA,NA,36,43.94,"Last Third"
"Animal Bodies","Musculoskeletal Conditions","ODSS",NA,NA,1,3.07,"Last Third"
"Animal Bodies","Musculoskeletal Conditions","ODSS",NA,NA,35,35.09,"First Third"
"Animal Bodies","Neoplasms","ODSS",NA,NA,51,47.61,"First Third"
"Animal Bodies","Neoplasms","OIF/OEF/OND",NA,NA,8,8.66,"Second Third"
"Animal Bodies","Neoplasms","OIF/OEF/OND",NA,NA,35,34.16,"Last Third"
"Animal Bodies","Neoplasms","OIF/OEF/OND",NA,NA,2,5.76,"First Third"
"Animal Bodies","Neoplasms","ODSS",NA,NA,39,51.26,"Last Third"
"Animal Bodies","Neoplasms","ODSS",NA,NA,5,1.34,"Last Third"
"Animal Bodies","Neoplasms","OIF/OEF/OND",NA,NA,21,33.72,"Second Third"
"Animal Bodies","Neoplasms","ODSS",NA,NA,3,3.65,"Second Third"
"Animal Bodies","Neurological Conditions","OIF/OEF/OND",NA,NA,10,4.18,"Last Third"
"Animal Bodies","Neurological Conditions","ODSS",NA,NA,52,54,"First Third"
"Animal Bodies","Neurological Conditions","OIF/OEF/OND",NA,NA,5,8.43,"First Third"
"Animal Bodies","Neurological Conditions","ODSS",NA,NA,36,29,"Last Third"
"Animal Bodies","Neurological Conditions","ODSS",NA,NA,7,18.1,"Last Third"
"Animal Bodies","Neurological Conditions","OIF/OEF/OND",NA,NA,32,42.53,"Last Third"
"Animal Bodies","Neurological Conditions","ODSS",NA,NA,5,10.86,"First Third"
"Animal Bodies","Neurological Conditions","OIF/OEF/OND",NA,NA,37,36.16,"Second Third"
"Animal Bodies","Nutritional and Metabolic Diseases","ODSS",NA,NA,53,58.79,"Second Third"
"Animal Bodies","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,3,1.08,"Last Third"
"Animal Bodies","Nutritional and Metabolic Diseases","ODSS",NA,NA,33,42.04,"Second Third"
"Animal Bodies","Nutritional and Metabolic Diseases","ODSS",NA,NA,2,2.72,"First Third"
"Animal Bodies","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,42,55.07,"Second Third"
"Animal Bodies","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,38,39.09,"Second Third"
"Animal Bodies","Nutritional and Metabolic Diseases","ODSS",NA,NA,2,5.16,"Last Third"
"Animal Bodies","Psychiatric Conditions","OIF/OEF/OND",NA,NA,6,16.17,"First Third"
"Animal Bodies","Psychiatric Conditions","OIF/OEF/OND",NA,NA,46,46.37,"Last Third"
"Animal Bodies","Psychiatric Conditions","ODSS",NA,NA,3,6.09,"Second Third"
"Animal Bodies","Psychiatric Conditions","OIF/OEF/OND",NA,NA,37,40.43,"Second Third"
"Animal Bodies","Psychiatric Conditions","ODSS",NA,NA,2,5,"Last Third"
"Animal Bodies","Psychiatric Conditions","OIF/OEF/OND",NA,NA,34,52.26,"Second Third"
"Animal Bodies","Psychiatric Conditions","ODSS",NA,NA,3,6.29,"Second Third"
"Animal Bodies","Psychiatric Conditions","ODSS",NA,NA,30,44.26,"Last Third"
"Animal Bodies","Respiratory Conditions","OIF/OEF/OND",NA,NA,26,18.12,"First Third"
"Animal Bodies","Respiratory Conditions","ODSS",NA,NA,33,31.29,"Last Third"
"Animal Bodies","Respiratory Conditions","ODSS",NA,NA,17,12.23,"Last Third"
"Animal Bodies","Respiratory Conditions","OIF/OEF/OND",NA,NA,27,20.72,"Last Third"
"Animal Bodies","Respiratory Conditions","ODSS",NA,NA,23,36.01,"First Third"
"Animal Bodies","Respiratory Conditions","ODSS",NA,NA,23,26.04,"Second Third"
"Animal Bodies","Respiratory Conditions","OIF/OEF/OND",NA,NA,25,22.49,"Last Third"
"Animal Bodies","Respiratory Conditions","OIF/OEF/OND",NA,NA,20,20.31,"Last Third"
"Animal Bodies","Sensory Organ Disease","ODSS",NA,NA,32,38.56,"Second Third"
"Animal Bodies","Sensory Organ Disease","ODSS",NA,NA,19,31.03,"Last Third"
"Animal Bodies","Sensory Organ Disease","ODSS",NA,NA,11,9.49,"Last Third"
"Animal Bodies","Sensory Organ Disease","ODSS",NA,NA,26,28.89,"Second Third"
"Animal Bodies","Sensory Organ Disease","ODSS",NA,NA,23,25.66,"Second Third"
"Animal Bodies","Sensory Organ Disease","OIF/OEF/OND",NA,NA,21,23.37,"First Third"
"Animal Bodies","Sensory Organ Disease","OIF/OEF/OND",NA,NA,16,21.71,"Second Third"
"Animal Bodies","Sensory Organ Disease","OIF/OEF/OND",NA,NA,17,19.28,"First Third"
"Animal Bodies","Substance Abuse Disorders","ODSS",NA,NA,52,55.46,"First Third"
"Animal Bodies","Substance Abuse Disorders","ODSS",NA,NA,9,4.35,"Second Third"
"Animal Bodies","Substance Abuse Disorders","ODSS",NA,NA,31,33.96,"Last Third"
"Animal Bodies","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,7,5.81,"First Third"
"Animal Bodies","Substance Abuse Disorders","ODSS",NA,NA,42,53.18,"Last Third"
"Animal Bodies","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,7,0.98,"First Third"
"Animal Bodies","Substance Abuse Disorders","ODSS",NA,NA,26,35.18,"Last Third"
"Animal Bodies","Substance Abuse Disorders","ODSS",NA,NA,13,12.82,"Last Third"
"Anthrax Vaccine","Cardiovascular Conditions","ODSS",NA,NA,6,8.41,"Last Third"
"Anthrax Vaccine","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,11,9.11,"Second Third"
"Anthrax Vaccine","Cardiovascular Conditions","ODSS",NA,NA,19,26.27,"Second Third"
"Anthrax Vaccine","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,53,62.67,"Last Third"
"Anthrax Vaccine","Cardiovascular Conditions","ODSS",NA,NA,3,10.1,"Last Third"
"Anthrax Vaccine","Cardiovascular Conditions","ODSS",NA,NA,2,4.62,"First Third"
"Anthrax Vaccine","Cardiovascular Conditions","ODSS",NA,NA,28,35.92,"Last Third"
"Anthrax Vaccine","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,38,45.81,"Last Third"
"Anthrax Vaccine","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,8,15.54,"First Third"
"Anthrax Vaccine","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,7,5.52,"Last Third"
"Anthrax Vaccine","Chronic Multisymptom Disorder","ODSS",NA,NA,29,35.25,"Second Third"
"Anthrax Vaccine","Chronic Multisymptom Disorder","ODSS",NA,NA,44,47.58,"Last Third"
"Anthrax Vaccine","Chronic Multisymptom Disorder","ODSS",NA,NA,13,12.09,"Second Third"
"Anthrax Vaccine","Chronic Multisymptom Disorder","ODSS",NA,NA,3,1.95,"Last Third"
"Anthrax Vaccine","Chronic Multisymptom Disorder","ODSS",NA,NA,50,61.9,"First Third"
"Anthrax Vaccine","Chronic Multisymptom Disorder","ODSS",NA,NA,16,16.61,"Second Third"
"Anthrax Vaccine","Dermatological Conditions","ODSS",NA,NA,12,16.81,"First Third"
"Anthrax Vaccine","Dermatological Conditions","ODSS",NA,NA,66,78.31,"Second Third"
"Anthrax Vaccine","Dermatological Conditions","ODSS",NA,NA,7,2.2,"Last Third"
"Anthrax Vaccine","Dermatological Conditions","ODSS",NA,NA,13,17.86,"Second Third"
"Anthrax Vaccine","Dermatological Conditions","ODSS",NA,NA,2,2.19,"Last Third"
"Anthrax Vaccine","Dermatological Conditions","OIF/OEF/OND",NA,NA,61,75.82,"First Third"
"Anthrax Vaccine","Dermatological Conditions","OIF/OEF/OND",NA,NA,5,10.23,"Last Third"
"Anthrax Vaccine","Endocrine Disorders","ODSS",NA,NA,13,12.99,"First Third"
"Anthrax Vaccine","Endocrine Disorders","OIF/OEF/OND",NA,NA,5,2.06,"Last Third"
"Anthrax Vaccine","Endocrine Disorders","OIF/OEF/OND",NA,NA,52,56.12,"Last Third"
"Anthrax Vaccine","Endocrine Disorders","OIF/OEF/OND",NA,NA,19,28.69,"Second Third"
"Anthrax Vaccine","Endocrine Disorders","OIF/OEF/OND",NA,NA,11,12.77,"Last Third"
"Anthrax Vaccine","Endocrine Disorders","OIF/OEF/OND",NA,NA,59,71.72,"Last Third"
"Anthrax Vaccine","Endocrine Disorders","OIF/OEF/OND",NA,NA,5,11.31,"Last Third"
"Anthrax Vaccine","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,2,5.94,"Second Third"
"Anthrax Vaccine","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,6,9.37,"Second Third"
"Anthrax Vaccine","Gastrointestinal Conditions","ODSS",NA,NA,18,30.09,"Last Third"
"Anthrax Vaccine","Gastrointestinal Conditions","ODSS",NA,NA,44,53.71,"Last Third"
"Anthrax Vaccine","Gastrointestinal Conditions","ODSS",NA,NA,2,2.72,"Last Third"
"Anthrax Vaccine","Gastrointestinal Conditions","ODSS",NA,NA,8,6.12,"Last Third"
"Anthrax Vaccine","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,32,47.28,"Last Third"
"Anthrax Vaccine","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,37,40.09,"First Third"
"Anthrax Vaccine","Genitourinary System Diseases","ODSS",NA,NA,15,20.31,"Last Third"
"Anthrax Vaccine","Genitourinary System Diseases","ODSS",NA,NA,3,4.55,"Second Third"
"Anthrax Vaccine","Genitourinary System Diseases","ODSS",NA,NA,47,65.93,"Last Third"
"Anthrax Vaccine","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,21,22.01,"Last Third"
"Anthrax Vaccine","Genitourinary System Diseases","ODSS",NA,NA,10,12.28,"Second Third"
"Anthrax Vaccine","Genitourinary System Diseases","ODSS",NA,NA,7,4.65,"Second Third"
"Anthrax Vaccine","Genitourinary System Diseases","ODSS",NA,NA,57,67.71,"Last Third"
"Anthrax Vaccine","Genitourinary System Diseases","ODSS",NA,NA,19,17.35,"Second Third"
"Anthrax Vaccine","Heatstroke and Sunstroke","ODSS",NA,NA,13,12.56,"Second Third"
"Anthrax Vaccine","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,0,2.05,"Second Third"
"Anthrax Vaccine","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,52,70.93,"Last Third"
"Anthrax Vaccine","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,16,18.99,"Last Third"
"Anthrax Vaccine","Heatstroke and Sunstroke","ODSS",NA,NA,6,7.57,"Last Third"
"Anthrax Vaccine","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,1,3.89,"Last Third"
"Anthrax Vaccine","Heatstroke and Sunstroke","ODSS",NA,NA,54,66.06,"Second Third"
"Anthrax Vaccine","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,11,19.09,"First Third"
"Anthrax Vaccine","Hematological Conditions","OIF/OEF/OND",NA,NA,11,18.87,"First Third"
"Anthrax Vaccine","Hematological Conditions","OIF/OEF/OND",NA,NA,66,75.1,"First Third"
"Anthrax Vaccine","Hematological Conditions","OIF/OEF/OND",NA,NA,11,10.07,"Last Third"
"Anthrax Vaccine","Hematological Conditions","OIF/OEF/OND",NA,NA,11,9.35,"First Third"
"Anthrax Vaccine","Hematological Conditions","OIF/OEF/OND",NA,NA,57,81.04,"First Third"
"Anthrax Vaccine","Hematological Conditions","ODSS",NA,NA,3,3.8,"Last Third"
"Anthrax Vaccine","Immune System Disorders","OIF/OEF/OND",NA,NA,6,1.01,"Last Third"
"Anthrax Vaccine","Immune System Disorders","OIF/OEF/OND",NA,NA,4,8.21,"First Third"
"Anthrax Vaccine","Immune System Disorders","OIF/OEF/OND",NA,NA,31,34.31,"Second Third"
"Anthrax Vaccine","Immune System Disorders","ODSS",NA,NA,38,45.13,"First Third"
"Anthrax Vaccine","Immune System Disorders","OIF/OEF/OND",NA,NA,6,7.7,"Second Third"
"Anthrax Vaccine","Immune System Disorders","ODSS",NA,NA,4,8.27,"First Third"
"Anthrax Vaccine","Immune System Disorders","ODSS",NA,NA,26,38.94,"First Third"
"Anthrax Vaccine","Immune System Disorders","ODSS",NA,NA,33,52.85,"Last Third"
"Anthrax Vaccine","Infectious Conditions","ODSS",NA,NA,5,4.92,"First Third"
"Anthrax Vaccine","Infectious Conditions","OIF/OEF/OND",NA,NA,6,10.55,"First Third"
"Anthrax Vaccine","Infectious Conditions","ODSS",NA,NA,36,52.99,"Last Third"
"Anthrax Vaccine","Infectious Conditions","OIF/OEF/OND",NA,NA,28,31.71,"Last Third"
"Anthrax Vaccine","Infectious Conditions","ODSS",NA,NA,8,6.11,"Second Third"
"Anthrax Vaccine","Infectious Conditions","ODSS",NA,NA,8,4.04,"First Third"
"Anthrax Vaccine","Infectious Conditions","ODSS",NA,NA,44,49.62,"First Third"
"Anthrax Vaccine","Infectious Conditions","ODSS",NA,NA,23,23.63,"Last Third"
"Anthrax Vaccine","Musculoskeletal Conditions","ODSS",NA,NA,2,1.6,"First Third"
"Anthrax Vaccine","Musculoskeletal Conditions","ODSS",NA,NA,13,12.6,"Last Third"
"Anthrax Vaccine","Musculoskeletal Conditions","ODSS",NA,NA,3,15.47,"First Third"
"Anthrax Vaccine","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,70,82.91,"Last Third"
"Anthrax Vaccine","Musculoskeletal Conditions","ODSS",NA,NA,7,6.02,"Second Third"
"Anthrax Vaccine","Musculoskeletal Conditions","ODSS",NA,NA,9,10.24,"Last Third"
"Anthrax Vaccine","Musculoskeletal Conditions","ODSS",NA,NA,7,13.03,"First Third"
"Anthrax Vaccine","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,53,66.55,"Last Third"
"Anthrax Vaccine","Neoplasms","ODSS",NA,NA,8,11.43,"Second Third"
"Anthrax Vaccine","Neoplasms","OIF/OEF/OND",NA,NA,8,4.48,"First Third"
"Anthrax Vaccine","Neoplasms","OIF/OEF/OND",NA,NA,61,70.22,"Second Third"
"Anthrax Vaccine","Neoplasms","ODSS",NA,NA,8,6.82,"Second Third"
"Anthrax Vaccine","Neoplasms","OIF/OEF/OND",NA,NA,8,14.11,"Second Third"
"Anthrax Vaccine","Neoplasms","ODSS",NA,NA,2,14.08,"Last Third"
"Anthrax Vaccine","Neoplasms","ODSS",NA,NA,63,77,"Second Third"
"Anthrax Vaccine","Neoplasms","OIF/OEF/OND",NA,NA,13,11.32,"Last Third"
"Anthrax Vaccine","Neurological Conditions","OIF/OEF/OND",NA,NA,14,13.86,"Last Third"
"Anthrax Vaccine","Neurological Conditions","OIF/OEF/OND",NA,NA,9,10.38,"Second Third"
"Anthrax Vaccine","Neurological Conditions","ODSS",NA,NA,64,82.88,"Last Third"
"Anthrax Vaccine","Neurological Conditions","OIF/OEF/OND",NA,NA,8,5.08,"Last Third"
"Anthrax Vaccine","Neurological Conditions","OIF/OEF/OND",NA,NA,4,15.42,"Second Third"
"Anthrax Vaccine","Neurological Conditions","OIF/OEF/OND",NA,NA,13,24.24,"Last Third"
"Anthrax Vaccine","Neurological Conditions","ODSS",NA,NA,57,63.12,"Second Third"
"Anthrax Vaccine","Nutritional and Metabolic Diseases","ODSS",NA,NA,18,16.04,"First Third"
"Anthrax Vaccine","Nutritional and Metabolic Diseases","ODSS",NA,NA,72,87.19,"First Third"
"Anthrax Vaccine","Nutritional and Metabolic Diseases","ODSS",NA,NA,1,7.62,"First Third"
"Anthrax Vaccine","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,11,10.5,"First Third"
"Anthrax Vaccine","Nutritional and Metabolic Diseases","ODSS",NA,NA,71,84.47,"Last Third"
"Anthrax Vaccine","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,8,0.01,"Last Third"
